ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	GLOTTOCODE	PAGE	REDUPLICATION	REDUPLICATIONNOTES	SPANISH	PORTUGUESE	SIMPLIFIED	SEMANTICFIELD	SENSORYCATEGORY	CONCEPTICON_GLOSS	CONCEPTICON_ID	SOURCE
834	Karitiana	None	nhe'okõn	nhe'okõn	ɲ e ʔ o k õ n		kari1312	18	y		sonido de canto de tucán	som do tucano cantando	toucan	Animals	AUDITORY			Landin2005
835	Karitiana	None	nhyg	nhyg	ɲ ɨ ŋ		kari1312	19			detenerse	parar	stop	Motion	VISUAL			Landin2005
836	Karitiana	None	nhyg	nhyg	ɲ ɨ ŋ		kari1312	19	y		esperar	esperar	to wait	OTHER	?			Landin2005
837	Karitiana	None	nhyk	nhyk	ɲ ɨ k		kari1312	19			detenerse	parar	stop	Motion	VISUAL			Landin2005
838	Karitiana	None	nhyra	nhyra	ɲ ɨ ɾ a		kari1312	19			frotar una herida	esfregar uma ferida	rub a wound	The body	VISUAL, AUDITORY			Landin2005
839	Karitiana	None	nĩg	nĩg	n ĩ ŋ		kari1312	19	y		gotear	pingar	drip	The physical world	AUDITORY, VISUAL			Landin2005
840	Karitiana	None	nok	nok	n o k		kari1312	19			sentarse, bajar la cabeza	sentar, abaixar a cabeça	sit down, lower one's head	Basic actions and technology	VISUAL			Landin2005
841	Karitiana	None	oo	oo	oː		kari1312	19			personas hablando	pessoas falando	people talking	Speech and language	AUDITORY			Landin2005
842	Karitiana	None	ohãg	ohãg	o h ã ŋ		kari1312	20			sonido del mono "sogisogi"	som de macaco sogisogi	monkey species	Animals	AUDITORY			Landin2005
843	Karitiana	None	õhõrõ	õhõrõ	õ h õ ɾ õ		kari1312	20	y		sonido de pájaro como el de la hembra de inambú (especie de ave)	som do pássaro tipo inambu galinha	tinamou	Animals	AUDITORY			Landin2005
844	Karitiana	None	okyjo	okyjo	o k ɨ j o		kari1312	20			saltar	pular	jump	Basic actions and technology	VISUAL			Landin2005
845	Karitiana	None	omoj	omoj	o m o j		kari1312	21			romper maleza/arbustos	quebrar mato	break through the bushes	Agriculture and vegetation	AUDITORY, VISUAL			Landin2005
846	Karitiana	None	owy	owy	o w ɨ		kari1312	23			sonido de romper caña	som de quebrar palha	cane splitting	Agriculture and vegetation	AUDITORY			Landin2005
847	Karitiana	None	pãgpiw	pãgpiw	p ã ŋ p i w		kari1312	23			flecha volando	flecha voando	arrow flying	Warfare and hunting	VISUAL			Landin2005
848	Karitiana	None	pajjik	pajjik	p a j j i k		kari1312	23			lanzar	jogar	throw	Motion	VISUAL			Landin2005
849	Karitiana	None	pajpajsosorotsik	pajpajsosorotsik	p a j p a j s o s o ɾ o t s i k		kari1312	23			flecha que no se disparó	flecha não atirada	arrow that failed to launch	Warfare and hunting	VISUAL			Landin2005
850	Karitiana	None	pajpỹg	pajpỹg	p a j p ɨ̃ ŋ		kari1312	23			sonido de flecha	som de flecha	arrow	Warfare and hunting	AUDITORY, VISUAL			Landin2005
851	Karitiana	None	pajsik	pajsik	p a j s i k		kari1312	23			sonido de flecha pasando por el suelo	som de flecha que passa no chão	arrow skimming the ground	Warfare and hunting	VISUAL, AUDITORY			Landin2005
852	Karitiana	None	pajsiry	pajsiry	p a j s i ɾ ɨ		kari1312	23			sonido de una flecha que no se disparó	som de flecha que não disparou	arrow failing to launch	Warfare and hunting	VISUAL, AUDITORY			Landin2005
853	Karitiana	None	pajsyk	pajsyk	p a j s ɨ k		kari1312	23			sonido de flecha	som de flecha	arrow	Warfare and hunting	AUDITORY, VISUAL			Landin2005
854	Karitiana	None	pajtỹg	pajtỹg	p a j t ɨ̃ ŋ		kari1312	23			sonido de flecha entrando con fuerza	som de flecha entrando com força	arrow striking forcefully	Warfare and hunting	VISUAL, AUDITORY			Landin2005
855	Karitiana	None	pak	pak	p a k		kari1312	23			dejar, soltar, caer	deixar, soltar, cair	to drop	Motion	VISUAL			Landin2005
856	Karitiana	None	pakat	pakat	p a k a t		kari1312	23			romper caña	quebrar palha	split cane	Agriculture and vegetation	VISUAL, AUDITORY			Landin2005
857	Karitiana	None	paksik	paksik	p a k s i k		kari1312	23			caerse	cair	fall down	Motion	VISUAL			Landin2005
858	Karitiana	None	pawawa	pawawa	p a w a w a		kari1312	24			sonido de ¿pájaro dorado?	som do pássaro tipo oro	bird species	Animals	AUDITORY			Landin2005
859	Karitiana	None	pĩ	pĩ	p ĩ		kari1312	24			señal para llamar a paujil (especie de ave)	sinal para chamar mutum	curassow	Animals	AUDITORY			Landin2005
860	Karitiana	None	pijõõ	pijõõ	p i j õː		kari1312	24			señal para llamar a paujil (especie de ave)	sinal para chamar mutum	curassow	Animals	AUDITORY			Landin2005
861	Karitiana	None	pikkõm	pikkõm	p i k k õ m		kari1312	24			sonido de mono capuchino	som do macaco-prego	capuchin monkey	Animals	AUDITORY			Landin2005
862	Karitiana	None	pĩmĩnĩ	pĩmĩnĩ	p ĩ m ĩ n ĩ		kari1312	24			sonido de pájaro "opoktioky"	som do pássaro tipo opoktioky	bird species	Animals	AUDITORY			Landin2005
863	Karitiana	None	pis	pis	p i s		kari1312	24			sonido de sangre saliendo del cuerpo	som de sangue saindo do corpo	blood flowing	The body	VISUAL			Landin2005
864	Karitiana	None	pok	pok	p o k		kari1312	25			golpear con hojas	bater com folhas	strike with leaves	Agriculture and vegetation	AUDITORY, VISUAL			Landin2005
865	Karitiana	None	prrr	prrr	p r		kari1312	25			sonido de flecha	som de flecha	arrow	Warfare and hunting	AUDITORY, VISUAL			Landin2005
866	Karitiana	None	prrr	prrr	p r		kari1312	25			sonido de ave volando	som de pássaro voando	bird in flight	Animals	AUDITORY			Landin2005
867	Karitiana	None	pyg	pyg	p ɨ ŋ		kari1312	26			caerse	cair	fall down	Motion	VISUAL			Landin2005
868	Karitiana	None	pỹg	pỹg	p ɨ̃ ŋ		kari1312	26			disparar con flecha	atirar com flecha	shoot an arrow	Warfare and hunting	VISUAL, AUDITORY			Landin2005
869	Karitiana	None	pyjẽg	pyjẽg	p ɨ j ẽ ŋ		kari1312	26			silbar		whistling	Basic actions and technology	AUDITORY			Landin2005
870	Karitiana	None	pyjyrywa	pyjyrywa	p ɨ j ɨ ɾ ɨ w a		kari1312	26			hablar en voz baja	falar baixo	whisper	Speech and language	AUDITORY			Landin2005
871	Karitiana	None	pyk	pyk	p ɨ k		kari1312	26			sonido de lluvia ligera	som de chuva leve	drizzle	The physical world	AUDITORY			Landin2005
872	Karitiana	None	pỹn	pỹn	p ɨ̃ n		kari1312	26			levantar algo, elevar algo	levantar	to lift	Motion	VISUAL			Landin2005
873	Karitiana	None	pyp	pyp	p ɨ p		kari1312	26			arrancar	arrancar	to pull out	Basic actions and technology	VISUAL, AUDITORY			Landin2005
874	Karitiana	None	sãg	sãg	s ã ŋ		kari1312	27			cortar caña	cortar palha	cut cane	Agriculture and vegetation	AUDITORY, VISUAL			Landin2005
875	Karitiana	None	saryp	saryp	s a ɾ ɨ p		kari1312	27			caminar	andando	walk	Motion	VISUAL, AUDITORY			Landin2005
876	Karitiana	None	satkip	satkip	s a t k i p		kari1312	27			sonido de cortar caña	som de cortar palha	to cut cane	Agriculture and vegetation	AUDITORY			Landin2005
877	Karitiana	None	sõgsorõg	sõgsorõg	s õ ŋ s o ɾ õ ŋ		kari1312	28			sonido del mono "sogisogi"	som de macaco sogisogi	monkey species	Animals	AUDITORY			Landin2005
878	Karitiana	None	sok	sok	s o k		kari1312	28			contacto físico, llegada apresurada, envío	contato físico, chegada com pressa, enviou	physical contact, hurried arrival, sending	Motion	VISUAL, TACTILE			Landin2005
879	Karitiana	None	sopikãrãn	sopikãrãn	s o p i k ã ɾ ã n		kari1312	28			mirar	olhar	to look	Sense perception	VISUAL			Landin2005
880	Karitiana	None	syk	syk	s ɨ k		kari1312	29			raspar		scrape	Basic actions and technology	AUDITORY			Landin2005
881	Karitiana	None	sykpak	sykpak	s ɨ k p a k		kari1312	29			juntar	ajuntar	to gather together	Quantity	VISUAL			Landin2005
882	Karitiana	None	sypak	sypak	s ɨ p a k		kari1312	29			sacar, jalar	tirar, puxar	to pull	Basic actions and technology	VISUAL			Landin2005
883	Karitiana	None	syryp	syryp	s ɨ ɾ ɨ p		kari1312	29			marchar	marchando	to march	Motion	AUDITORY			Landin2005
884	Karitiana	None	syk	syk	s ɨ k		kari1312	29			jalar/arrastrar/¿cargar? cañas sobre la espalda	puxar palha nas costas	to carry on the back	Agriculture and vegetation	VISUAL			Landin2005
885	Karitiana	None	tarãnh	tarãnh	t a ɾ ã ɲ		kari1312	30			sonido de ave calva (¿loro calvo?)	som de careca (ave)	bird species	Animals	AUDITORY			Landin2005
886	Karitiana	None	tẽ	tẽ	t ẽ		kari1312	30			dormir	dormir	sleep	The body	INTERNAL STATE			Landin2005
887	Karitiana	None	temej	temej	t e m e j		kari1312	30			jalar/arrastrar cañas con las manos	puxar palha com as mãos	to drag by hand	Agriculture and vegetation	VISUAL			Landin2005
888	Karitiana	None	tek	tek	t e k		kari1312	30			caminar	andando	walk	Motion	VISUAL, AUDITORY			Landin2005
889	Karitiana	None	terek	terek	t e ɾ e k		kari1312	30			caminar	andando	walk	Motion	VISUAL, AUDITORY			Landin2005
890	Karitiana	None	tettet	tettet	t e t t e t		kari1312	30			correr	correr	run	Motion	VISUAL, AUDITORY			Landin2005
891	Karitiana	None	tĩg	tĩg	t ĩ ŋ		kari1312	30			colocar cañas/pajas en el techo	colocar palha no teto	to place thatch on a roof	The house	VISUAL			Landin2005
892	Karitiana	None	tik	tik	t i k		kari1312	30			agarrar	pegar	grab	Basic actions and technology	VISUAL			Landin2005
893	Karitiana	None	tit	tit	t i t		kari1312	31			sonido de flauta	som de flauta	flute	Basic actions and technology	AUDITORY			Landin2005
894	Karitiana	None	tõg	tõg	t õ ŋ		kari1312	31			llegar, trabajar	chegar, trabalhar	to arrive	Motion	VISUAL			Landin2005
895	Karitiana	None	tõgkõn	tõgkõn	t õ ŋ k õ n		kari1312	31			sonido de golpe		to hit	Basic actions and technology	AUDITORY			Landin2005
896	Karitiana	None	torõnh	torõnh	t o ɾ õ ɲ		kari1312	31			sonido que se hace al entrar	som que se faz ao entrar	to enter	Motion	VISUAL			Landin2005
897	Karitiana	None	trrrt	trrrt	t r t		kari1312	31			saltar	pular	jump	Basic actions and technology	VISUAL			Landin2005
898	Karitiana	None	tỹg	tỹg	t ɨ̃ ŋ		kari1312	31			golpear	bater	to hit	Basic actions and technology	AUDITORY			Landin2005
899	Karitiana	None	tyky	tyky	t ɨ k ɨ		kari1312	31			sonido de motor	som do motor	engine sound	Basic actions and technology	AUDITORY			Landin2005
900	Karitiana	None	tyri	tyri	t ɨ ɾ i		kari1312	31			sonido de flauta	som de flauta	flute	Basic actions and technology	AUDITORY			Landin2005
1002	Yanesha	None	apompechña	apompechña	a p o̤ m p e tʃ nʲ a		yane1238				apolillado		moth-eaten	Sense perception	VISUAL			Poblete2025
1003	Yanesha	None	apoteñets	apoteñets	a p o̤ t e nʲ e ts		yane1238				dispararle a algo		to shoot	Warfare and hunting	AUDITORY			Poblete2025
1004	Yanesha	None	chakatateñets	chakatateñets	tʃ a k a t a t e nʲ e ts		yane1238				fruncir el ceño		frown	The body	VISUAL			Poblete2025
1005	Yanesha	None	challachallatspeñets	challachallatspeñets	tʃ a lʲ a tʃ a lʲ a ts p e nʲ e ts		yane1238				hacer sonido con algo metálico		etallic sound	Basic actions and technology	AUDITORY			Poblete2025
1006	Yanesha	None	challachalltena	challachalltena	tʃ a lʲ a tʃ a lʲ t e n a		yane1238				sonido de semillas		seeds rattling	Agriculture and vegetation	AUDITORY			Poblete2025
1007	Yanesha	None	chankorr	chankorr	tʃ a n k o̤ ʐ		yane1238				tipo de tucán		toucan species	Animals	AUDITORY			Poblete2025
1008	Yanesha	None	chellechelltena	chellechelltena	tʃ e lʲ e tʃ e lʲ t e n a		yane1238				sonido de metal con metal		metallic objects colliding	Basic actions and technology	AUDITORY			Poblete2025
1009	Yanesha	None	ejejhatsteñets	ejejhatsteñets	e x e xʲ a ts t e nʲ e ts		yane1238				reír jeje (los hombres)		man laughing	Emotion and values	AUDITORY			Poblete2025
1010	Yanesha	None	eñeñ	eñeñ	e nʲ e nʲ		yane1238				canto del gallo		rooster crow	Animals	AUDITORY			Poblete2025
1011	Yanesha	None	kangakangteñets	kangakangteñets	k a n ɣ a k a n ɣ t e nʲ e ts		yane1238				pisotear al carricear (tocar carrizo), o el sonido del majás al zapatear		stomping	Animals	AUDITORY			Poblete2025
1012	Yanesha	None	kangatsteñets	kangatsteñets	k a n ɣ a ts t e nʲ e ts		yane1238				sonido de la tierra cuando alguien se cae		hitting the ground	Motion	AUDITORY			Poblete2025
1013	Yanesha	None	kanknapets	kanknapets	k a n k n a p e ts		yane1238				palo para impalar animal para el fuego		roasting skewer	Food and drink	AUDITORY, VISUAL			Poblete2025
1014	Yanesha	None	karataten	karataten	k a r a t a t e n		yane1238				canto de la gallina		clucking	Animals	AUDITORY			Poblete2025
1015	Yanesha	None	khare	khare	kʲ a r e		yane1238				tipo de tucán		toucan species	Animals	AUDITORY			Poblete2025
1016	Yanesha	None	kokoktena	kokoktena	k o̤ k o̤ k t e n a		yane1238				sonido de la lechuza		owl	Animals	AUDITORY			Poblete2025
1017	Yanesha	None	korapap	korapap	k o̤ r a p a p		yane1238				tipo de tucán		toucan species	Animals	AUDITORY			Poblete2025
1018	Yanesha	None	ku	ku	k u		yane1238		y		lechuza que antes era gente		owl species	Religion and belief, Animals	AUDITORY			Poblete2025
1019	Yanesha	None	llapaptena	llapaptena	lʲ a p a p t e n a		yane1238				sonido que hace el sapo		toad	Animals	AUDITORY			Poblete2025
1020	Yanesha	None	llelloñ	llelloñ	lʲ e lʲ o̤ nʲ		yane1238				grillo que corta plantas		cricket species	Animals	AUDITORY			Poblete2025
1021	Yanesha	None	llesheñesheñ	llesheñesheñ	lʲ e ʃ e nʲ e ʃ e nʲ		yane1238				jugar contento		play happily	Basic actions and technology	VISUAL, AUDITORY			Poblete2025
1022	Yanesha	None	momoen	momoen	m o̤ m o̤ e n		yane1238				sonido del bebé al tomar leche		baby suckling	Food and drink	AUDITORY			Poblete2025
1023	Yanesha	None	naknak	naknak	n a k n a k		yane1238				tipo de tucán		toucan species	Animals	AUDITORY			Poblete2025
1024	Yanesha	None	ojojotsteñets	ojojotsteñets	o̤ x o̤ x o̤ ts t e nʲ e ts		yane1238				reír jojo (las mujeres)		woman laughing	Emotion and values	AUDITORY			Poblete2025
1025	Yanesha	None	orkok	orkok	o̤ r k o̤ k		yane1238				lechuza (genérico)		owl	Animals	AUDITORY			Poblete2025
1026	Yanesha	None	pakapakateñets	pakapakateñets	p a k a p a k a t e nʲ e ts		yane1238				pegarle a algo seguido, azotar		beat repeatedly	Basic actions and technology	AUDITORY			Poblete2025
1027	Yanesha	None	pasayaya	pasayaya	p a s a j a j a		yane1238				más o menos		more or less	OTHER	?			Poblete2025
1028	Yanesha	None	po:tateñets	po:tateñets	p oː t a t e nʲ e ts		yane1238				romper o chancar algo		crush, smash	Basic actions and technology	AUDITORY			Poblete2025
1029	Yanesha	None	po:teñets	po:teñets	p oː t e nʲ e ts		yane1238				reventar algo (un huevo, un globo)		burst	Basic actions and technology	AUDITORY			Poblete2025
1030	Yanesha	None	popoyenteñets	popoyenteñets	p o̤ p o̤ j e n t e nʲ e ts		yane1238				alterarse		agitated	Emotion and values	INTERNAL STATE			Poblete2025
1031	Yanesha	None	poptena	poptena	p o̤ p t e n a		yane1238				brillar		shine	The physical world	VISUAL			Poblete2025
1032	Yanesha	None	potpak	potpak	p o̤ t p a k		yane1238				paloma		pigeon	Animals	AUDITORY			Poblete2025
1033	Yanesha	None	rraten	rraten	ʐ a t e n		yane1238				sonido que avisa tormenta		storm-warning sound	The physical world	AUDITORY			Poblete2025
1034	Yanesha	None	rrojten	rrojten	ʐ o̤ x t e n		yane1238				roncar		snore	The body	AUDITORY			Poblete2025
1035	Yanesha	None	sesteñets	sesteñets	s e s t e nʲ e ts		yane1238				gritar o chillar		shriek	Speech and language	AUDITORY			Poblete2025
1036	Yanesha	None	shatseteñets	shatseteñets	ʃ a ts e t e nʲ e ts		yane1238				tirarse pedos		fart	The body	AUDITORY			Poblete2025
1037	Yanesha	None	shechatstena	shechatstena	ʃ e tʃ a ts t e n a		yane1238				sonido que hacen algunos insectos, como el piojo del majás		insect sound	Animals	AUDITORY			Poblete2025
1038	Yanesha	None	shekak	shekak	ʃ e k a k		yane1238				tipo de sapito		frog species	Animals	AUDITORY			Poblete2025
1039	Yanesha	None	shekshektena	shekshektena	ʃ e k ʃ e k t e n a		yane1238				sonido de la chicharra en la noche		cicada at night	Animals	AUDITORY			Poblete2025
1040	Yanesha	None	shellepats	shellepats	ʃ e lʲ e p a ts		yane1238				tipo de grillo		cricket species	Animals	AUDITORY			Poblete2025
1041	Yanesha	None	shelleshellamhets	shelleshellamhets	ʃ e lʲ e ʃ e lʲ a mʲ e ts		yane1238				maraca de danza de carnaval		carnival dance rattle	Basic actions and technology	AUDITORY			Poblete2025
1042	Yanesha	None	shelleshelltena	shelleshelltena	ʃ e lʲ e ʃ e lʲ t e n a		yane1238				sonido que hacen las sonajas y los adornos de las cushmas de mujer		ornaments rattling	Clothing and grooming	AUDITORY			Poblete2025
1043	Yanesha	None	shemoshemhtena	shemoshemhtena	ʃ e m o̤ ʃ e mʲ t e n a		yane1238				respirar agitado al dormir		breathe heavily while sleeping	The body	AUDITORY			Poblete2025
1044	Yanesha	None	shepshep	shepshep	ʃ e p ʃ e p		yane1238				serpiente (genérico)		snake	Animals	VISUAL			Poblete2025
1045	Yanesha	None	sheshatstena	sheshatstena	ʃ e ʃ a ts t e n a		yane1238				sonido que hacen las chicharras		cicada	Animals	AUDITORY			Poblete2025
1046	Yanesha	None	sheshena	sheshena	ʃ e ʃ e n a		yane1238				tipo de serpiente		species of snake	Animals	VISUAL			Poblete2025
1047	Yanesha	None	sheshtena	sheshtena	ʃ e ʃ t e n a		yane1238				chicharra campanero		cicada species	Animals	AUDITORY			Poblete2025
