ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	GLOTTOCODE	PAGE	REDUPLICATION	REDUPLICATIONNOTES	SPANISH	PORTUGUESE	SIMPLIFIED	SEMANTICFIELD	SENSORYCATEGORY	CONCEPTICON_GLOSS	CONCEPTICON_ID	SOURCE
265	AsheninkaPerene	general body ache	moye	moye	m o j e	Physical sensation state	ashe1272	667	y		dolor general del cuerpo		body ache	The body	INTERNAL STATE			Mihas2015
3042	Kashinawa	generic animal vocalization	kɨu	kɨu	k ɨ u		cash1254				vocalización_animal_generico		generic animal vocalization	Animals	AUDITORY			
3048	Kashinawa	generic noise	kuɾu	kuɾu	k u ɾ u		cash1254				ruido_genérico		generic noise	Sense perception	AUDITORY			
3144	Iskonawa	generic noise	haka	haka	h a k a		isco1239				ruido_genérico		generic noise	Sense perception	AUDITORY			
3168	Iskonawa	generic noise	pata	pata	p a t a		isco1239				ruido_genérico		generic noise	Sense perception	AUDITORY			
3279	Kapanawa	generic noise	kuɾu	kuɾu	k u ɾ u		capa1241				ruido_genérico		generic noise	Sense perception	AUDITORY			
3289	Kapanawa	generic noise	nakeju	nakeju	n a k ɯ j u		capa1241				ruido_genérico		generic noise	Sense perception	AUDITORY			
3405	Kapanawa	generic noise	tʃu	tʃu	tʃ u		capa1241				ruido_genérico		generic noise	Sense perception	AUDITORY			
3529	ShipiboKonibo	generic noise	tsan	tsan	ts a n		ship1254				ruido_genérico		generic noise	Sense perception	AUDITORY			
3557	Yaminawa	generic noise	nɨne iki	nɨne iki	n ɨ n ɨ + ɪ k ɪ		yami1256				ruido_genérico		generic noise	Sense perception	AUDITORY			
963	Karo	get in	poroŋ	poroŋ	p o ɾ o ŋ		karo1305	261			entrar		get in	Motion	VISUAL			Gabas1999
920	Karo	get in (smoothly)	kaʔcuruŋ	kaʔcuruŋ	k a ʔ c u ɾ u ŋ		karo1305	259			entrar (suavemente, fácilmente)		get in smoothly	Basic actions and technology	VISUAL			Gabas1999
999	Karo	get up	ŋit	ŋit	ŋ i t		karo1305	263			ponerse de pie		get up	Motion	VISUAL			Gabas1999
232	AsheninkaPerene	getting undressed (removing clothes from the upper body, e.g., a hat, a shawl, a robe)	sapok	sapok	s a p o k	Human body functions and human activities	ashe1272	666			desvestirse (quitarse ropa de la mitad superior del cuerpo, p. ej., un sombrero, un chal, una cushma)		remove clothes from upper body	Clothing and grooming	VISUAL			Mihas2015
233	AsheninkaPerene	getting undressed (removing clothes from the upper body, e.g., a hat, a shawl, a robe)	saporik	saporik	s a p o ɾ i k	Human body functions and human activities	ashe1272	666			desvestirse (quitarse ropa de la mitad superior del cuerpo, p. ej., un sombrero, un chal, una cushma)		remove clothes from upper body	Clothing and grooming	VISUAL			Mihas2015
1503	Tsafiki	giant firefly crashing down through the forest canopy	biti:	biti:	b i t iː	Extraído de una narrativa.	colo1256	183			luciérnaga gigante bajando estrepitosamente a través de la copa de los árboles		crashing down	Motion	VISUAL, AUDITORY			Dickinson2002
1427	Tsafiki	giggle	ji	ji	h i	human emissions (of sound)	colo1256	180	y		risita		giggle	Emotion and values	AUDITORY			Dickinson2002
697	Hup	giggling	kít	kít	k í t		hupd1244	722	y		reírse en voz baja		giggling	Emotion and values	AUDITORY			Epps2008
605	Hixkaryana	giving birth, i.e. child emerging from womb	potxkorye	potxkorye	p ɔ tʃ k ɔ ɺʲ e		hixk1239	190			dar a luz, es decir, emerger el bebé del útero		giving birth	The body	VISUAL			Derbyshire1979
1374	Trio	giving something/ completion of action	tara	tara	t a ɽ a		trio1238	412			dar algo / terminación de una acción		giving, completed action	OTHER	?			Carlin2004
1375	Trio	giving something/ completion of action	taran	taran	t a ɽ a n		trio1238	412			dar algo / terminación de una acción		giving, completed action	OTHER	?			Carlin2004
2917	Yuracare	glance off	kesh	kesh	k e ʃ		yura1255	86					glance off	Motion	AUDITORY			vanGijn2006
70	Apalai	glidding movement of canoe	syry	syry	s ɨ ɾ ɨ		apal1257	125	y		movimiento deslizante de la canoa		canoe gliding	Basic actions and technology	VISUAL			Koehn1986
332	Aukan	glistening	mala	mala	m a l a		ndyu1242	696	y		brillante		glistening	Sense perception	VISUAL			Huttar1994
1177	Sanuma	go away	hoa	hoa	h o a		sanu1240	228			irse/alejarse		go away	Motion	VISUAL			Borgman1990
958	Karo	go down	oyarap	oyarap	o j a ɾ a p		karo1305	261			bajar		go down	Motion	VISUAL			Gabas1999
991	Karo	go down	wɨk	wɨk	w ɨ k		karo1305	262			bajar		go down	Motion	VISUAL			Gabas1999
2588	Wari	go out (light or fire)	jo'	jo'	j o ʔ	Sound of action	wari1268	417					fire going out	The physical world	VISUAL			Everett1997
1186	Sanuma	go splashing into water	kopo	kopo	k o p o		sanu1240	228			irse al agua salpicando		splash into water	Motion	AUDITORY			Borgman1990
1459	Tsafiki	go/be on tiptoe	lilin	lilin	l i l ĩ	manner of movement	colo1256	181			ir/estar de puntillas		tiptoe	Motion	VISUAL			Dickinson2002
1211	Saramaccan	going underwater	djubuu	djubuu	dʒ u b uː		sara1340	LINK			ir bajo el agua		going underwater	Motion	VISUAL			SIL2003
1243	Saramaccan	good; pure; pretty; strong	gbélín	gbélín	gb é l í n		sara1340	LINK			bueno, puro, bonito, fuerte		good, pure, pretty, strong	Emotion and values	?			SIL2003
96	Apalai	gourds rattling	tyry	tyry	t ɨ ɾ ɨ		apal1257	126	y		cascabeleo de calabazas		gourds rattling	Basic actions and technology	AUDITORY			Koehn1986
1382	Trio	grab	tome	tome	t ɔ m ɛ		trio1238	412			agarrar		grab	Basic actions and technology	VISUAL			Carlin2004
1383	Trio	grab (and run off to take prisoner)	top	top	t ɔ p		trio1238	412			agarrar (y correr para tomar prisionero a alguien)		grab and run off	Basic actions and technology	VISUAL			Carlin2004
61	Apalai	grabbing	kyry	kyry	k ɨ ɾ ɨ		apal1257	124			acción de agarrar		grabbing	Basic actions and technology	VISUAL			Koehn1986
148	AsheninkaPerene	grabbing a moving object	shepik	shepik	ʃ e p i k	Contact	ashe1272	664			agarrar un objeto en movimiento		grabbing a moving object	Basic actions and technology	VISUAL			Mihas2015
151	AsheninkaPerene	grabbing a static object	tzinik	tzinik	ts i n i k	Contact	ashe1272	664			agarrar un objeto estático		grabbing a static object	Basic actions and technology	VISUAL			Mihas2015
1230	Saramaccan	grabbing and holding	gba gíngí	gba gíngí	gb a + g í ⁿg í		sara1340	LINK			agarrar y sostener		grabbing and holding	Basic actions and technology	VISUAL			SIL2003
1238	Saramaccan	grabbing and holding tightly	gbalau	gbalau	gb a l a u		sara1340	LINK			agarrar y sostener con fuerza		grabbing and holding tightly	Basic actions and technology	VISUAL			SIL2003
659	Huambisa	grabbing forcefully or suddenly	tapít	tapít	t̪ a p í t̪	Semantic field: Actions/Movements	huam1247	418			agarrar con fuerza o súbitamente		grabbing	Basic actions and technology	VISUAL			Peña2015
34	Aguaruna	grabbing something	tapít	tapít	t̪ a p í t̪		agua1253	172			agarrar algo		to grab	Basic actions and technology	VISUAL			Overall2007
1231	Saramaccan	grabbing suddenly and tightly	gbaa	gbaa	gb aː		sara1340	LINK			agarrar súbitamente y con fuerza		grabbing suddenly and tightly	Basic actions and technology	VISUAL			SIL2003
210	AsheninkaPerene	gradual appearance of daylight	mantsariri	mantsariri	m a n tsʰ a ɾ i ɾ i	Appearance and disappearance	ashe1272	666			aparición gradual del sol		daylight gradually appearing	The physical world	VISUAL			Mihas2015
629	Hixkaryana	grasping hold of	tok	tok	t ɔ k		hixk1239	191			agarrar		grabbing	Basic actions and technology	VISUAL			Derbyshire1979
645	Hixkaryana	grasping hold of something and dragging it away	tok xerye	tok xerye	t ɔ k + ʃ e ɺʲ e	Secuencia de ideófonos	hixk1239	191	y		agarrar algo y llevárselo arrastrando		grab and drag away	Basic actions and technology	VISUAL, AUDITORY			Derbyshire1979
644	Hixkaryana	grasping hold of something and taking it away	tok sax	tok sax	t ɔ k + s æ ʃ	Secuencia de ideófonos	hixk1239	191			agarrar algo y llevárselo		grab and take away	Basic actions and technology	VISUAL			Derbyshire1979
1499	Tsafiki	grease sizzling	chiwu	chiwu	tʃ i w u	mixture of sound and overall gestalt	colo1256	182			grasa al freírse/cocinarse		grease sizzling	Food and drink	AUDITORY			Dickinson2002
1112	KuikuroKalapalo	greeting call to signal the arrival of a visitor to a settlement	kao	kao	k a ɤ		kuik1246	295	y		saludo que señala la llegada de un visitante a una comunidad		greeting	Speech and language	AUDITORY			Basso2019
188	AsheninkaPerene	grinding leafy mass with a stone	pichori	pichori	p i tʃ o ɾ i	Deformation	ashe1272	665	y		moler sustancia hecha de hojas con piedra		grinding with stone	Basic actions and technology	VISUAL, AUDITORY			Mihas2015
2954	Wayana	grit teeth	kïlïtïtëi	kïlïtïtëi	k ɨ ɽ ɨ t ɨ t ə i	Less onomatopoeic	waya1269	189					grit teeth	The body	AUDITORY			Tavares2005
2636	Wari	groan	toron	toron	t o ɾ o n	Sound of action	wari1268	418	y				groan	Emotion and values	AUDITORY			Everett1997
315	Aukan	growling, grumbling	hunu	hunu	h u n u		ndyu1242	695	y		gruñir, quejarse		growl	Animals	VISUAL, INTERNAL STATE			Huttar1994
117	AsheninkaPerene	gunfire	too	too	t oː	Human sounds	ashe1272	663			disparo		gunfire	Warfare and hunting	AUDITORY			Mihas2015
342	Aukan	hair cut short	po	po	p o		ndyu1242	696	y		cabello cortado y que quedó corto		hair cut short	The body	VISUAL			Huttar1994
2923	Yuracare	hammering	dun	dun	d u n		yura1255	86					hammering	Basic actions and technology	AUDITORY			vanGijn2006
93	Apalai	hammock swinging	wy	wy	w ɨ		apal1257	126	y		hamaca balanceándose		hammock swinging	Basic actions and technology	VISUAL			Koehn1986
1413	Tsafiki	hang down from a single point	soyo	soyo	s o j o	configurations in space	colo1256	179			colger de un solo punto		hang down	Spatial relations	VISUAL			Dickinson2002
2886	Yucuna	hanging	kha'rá	kha'rá	kʰ a̰ ɾ á		yucu1253	37					hanging	Spatial relations	VISUAL			LemusSerrano2020
1519	Urarina	happening easily and quickly	hjaʉ	hjaʉ	h j a ɨ		urar1246	283			ocurrir fácil y rápidamente		easily and quickly	OTHER	?			Olawsky2006
1396	Tsafiki	hard	polo	polo	p o l o	tactile sensations or adjectival notions	colo1256	179			duro		hard	Sense perception	TACTILE			Dickinson2002
180	AsheninkaPerene	harvesting leaves of medicinal plants, or cutting weeds with a machete, or slicing the kernels off the corn cob	jiri	jiri	h i ɾ i	Deformation	ashe1272	665	y		cosechar hojas de plantas medicinales, o cortar malezas con un machete, o cortar los granos de maíz para quitarlos de la mazorca		harvesting or cutting off from plants	Agriculture and vegetation	AUDITORY, VISUAL			Mihas2015
938	Karo	hatch	mi	mi	m i		karo1305	260					hatch	Animals	VISUAL			Gabas1999
2641	Wari	hatch	towac	towac	t o w a k	Sound of action	wari1268	419					hatch	Animals	VISUAL			Everett1997
216	AsheninkaPerene	having diarrhea	chara	chara	tʃ a ɾ a	Human body functions and human activities	ashe1272	666	y		tener diarrea		diarrhea	The body	AUDITORY			Mihas2015
228	AsheninkaPerene	having diarrhea	peta	peta	p e t a	Human body functions and human activities	ashe1272	666	y		tener diarrea		diarrhea	The body	AUDITORY			Mihas2015
217	AsheninkaPerene	having sex	chota	chota	tʃ o t a	Human body functions and human activities. Marcado como non-conventionalized item por la autora.	ashe1272	666	y		tener sexo		having sex	The body	VISUAL, AUDITORY			Mihas2015
1342	SouthernNambikuara	hawk	ta²kã̠¹ta²kã̠¹su²	ta²kã̠¹ta²kã̠¹su²	t a ² k ã̰ ¹ t a ² k ã̰ ¹ s u ²	Nombres de animales u objetos basados en el sonido que hacen.	sout2994	77			halcón		hawk	Animals	AUDITORY			Kroeker2001
1343	SouthernNambikuara	hawk	kwĩ̠¹kwĩ̠¹ki³su²	kwĩ̠¹kwĩ̠¹ki³su²	kʷ ḭ̃ ¹ kʷ ḭ̃ ¹ k i ³ s u ²	Nombres de animales u objetos basados en el sonido que hacen.	sout2994	77			halcón		hawk	Animals	AUDITORY			Kroeker2001
1344	SouthernNambikuara	hawk	kxĩ̠¹su²	kxĩ̠¹su²	kˀ ḭ̃ ¹ s u ²	Nombres de animales u objetos basados en el sonido que hacen.	sout2994	77			halcón		hawk	Animals	AUDITORY			Kroeker2001
709	Hup	hawk falling	wɔkód	wɔkód	w ɔ k ó d	Descrito como marginally conventionalized sound effect	hupd1244	723			ave cayendo		bird falling	Animals	VISUAL			Epps2008
2687	Wari	hawk species	he'	he'	h e ʔ	Sonido de animal u objeto	wari1268	420					hawk species	Animals	AUDITORY			Everett1997
2712	Wari	hawk species	teo	teo	t e o	Sonido de animal u objeto	wari1268	421	y				hawk species	Animals	AUDITORY			Everett1997
2732	Wari	hawk species	wio	wio	w i o	Sonido de animal u objeto	wari1268	421	y				hawk species	Animals	AUDITORY			Everett1997
1415	Tsafiki	head thrown back	nako	nako	n a k o	configurations in space	colo1256	179			cabeza echada para atrás		head thrown back	The body, Spatial relations	VISUAL			Dickinson2002
2953	Wayana	heart beat	kïlïm	kïlïm	k ɨ ɽ ɨ m	Less onomatopoeic	waya1269	189					heart beat	The body	AUDITORY			Tavares2005
3173	Iskonawa	heart beating	pɨn	pɨn	p ɨ n		isco1239				palpitar_corazón		heart beating	The body	AUDITORY, INTERNAL STATE			
3199	Iskonawa	heart beating	tinkin	tinkin	t i n k i n		isco1239				palpitar_corazón		heart beating	The body	AUDITORY, INTERNAL STATE			
279	Aukan	heart pounding in fear	digi	digi	d i g i		ndyu1242	694	y		corazón latiendo de miedo		heart pounding	Emotion and values	INTERNAL STATE			Huttar1994
1355	SouthernNambikuara	heart pumping blood	si³	si³	s i ³		sout2994	78	y		corazón bombeando sangre		heart pumping blood	The body	AUDITORY, INTERNAL STATE			Kroeker2001
164	AsheninkaPerene	heavy blow administered to a human body	poo	poo	p oː	Hitting	ashe1272	664			golpe duro a un cuerpo humano		heavy blow on the human body	Basic actions and technology	AUDITORY			Mihas2015
165	AsheninkaPerene	heavy blow administered to a human body	pok	pok	p o k	Hitting	ashe1272	664			golpe duro a un cuerpo humano		heavy blow on the human body	Basic actions and technology	AUDITORY			Mihas2015
1224	Saramaccan	heavy breathing	fööö	fööö	f ɔːː		sara1340	LINK			respiración fuerte o dificultosa		heavy breathing	The body	AUDITORY			SIL2003
1086	KuikuroKalapalo	heavy item penetrating into muck	tauk’	tauk’	t a u k̚		kuik1246	293			objeto pesado penetrando en el barro		heavy item penetrating into muck	Motion	VISUAL, AUDITORY			Basso2019
154	AsheninkaPerene	heavy object falling in water	pak	pak	p a k	Falling	ashe1272	664			caída de un objeto pesado en el agua		heavy object falling in water	Motion	AUDITORY, VISUAL			Mihas2015
155	AsheninkaPerene	heavy object falling in water	chaa	chaa	tʃ aː	Falling	ashe1272	664			caída de un objeto pesado en el agua		heavy object falling in water	Motion	AUDITORY, VISUAL			Mihas2015
156	AsheninkaPerene	heavy object falling in water	chaak	chaak	tʃ aː k	Falling	ashe1272	664			caída de un objeto pesado en el agua		heavy object falling in water	Motion	AUDITORY, VISUAL			Mihas2015
159	AsheninkaPerene	heavy object falling in water	poo	poo	p oː	Falling	ashe1272	664			caída de un objeto pesado en el agua		heavy object falling in water	Motion	AUDITORY, VISUAL			Mihas2015
160	AsheninkaPerene	heavy object falling in water	poom	poom	p oː m	Falling	ashe1272	664			caída de un objeto pesado en el agua		heavy object falling in water	Motion	AUDITORY, VISUAL			Mihas2015
1204	Saramaccan	heavy object on top of water	dimbaa	dimbaa	d i ⁿb aː		sara1340	LINK			objeto pesado encima del agua		heavy object on top of water	Motion	VISUAL, AUDITORY			SIL2003
3574	Yaminawa	heavy rain	ɾipi	ɾipi	ɾ ɪ p ɪ		yami1256				lluvia_fuerte		heavy rain	The physical world	VISUAL, AUDITORY			
277	Aukan	heavy steps	buwabuwa	buwabuwa	b u w a b u w a		ndyu1242	694			pasos pesados		heavy steps	Basic actions and technology	VISUAL, AUDITORY			Huttar1994
1270	Saramaccan	heavy thing falling	holou	holou	h o l o u		sara1340	LINK			cosa pesada cayendo		heavy object falling	Motion	AUDITORY			SIL2003
1419	Tsafiki	hiccup	jeke	jeke	h e k e	human emissions (of sound)	colo1256	179			hipo		hiccup	The body	AUDITORY			Dickinson2002
1373	Trio	hit	tak	tak	t a k		trio1238	412			golpear		hit	Basic actions and technology	AUDITORY			Carlin2004
77	Apalai	hit hard an object against another hard object	tã	tã	t ã		apal1257	125			golpear con fuerza un objeto duro contra otro objeto duro		solid objects hitting each other	Basic actions and technology	TACTILE, AUDITORY			Koehn1986
651	Huambisa	hit suddenly (in just one blow)	kut͡ʃát	kut͡ʃát	k u tʃ á t̪	Semantic field: Actions/Movements	huam1247	418			golpear de repente		hit suddenly	Basic actions and technology	AUDITORY			Peña2015
466	BarasanaEduria	hit the water	topʉa	topʉa	t o p ɨ a		bara1380	17			caer en el agua		hit water	Motion	AUDITORY, VISUAL			Jones1991
300	Aukan	hit with a stick	gbei	gbei	gb e i		ndyu1242	695			golpear con un palo		hit with a stick	Basic actions and technology	VISUAL, AUDITORY			Huttar1994
509	Caquinte	hit with blunt object	tan	tan	t a n		caqu1242	277			golpe con un objeto contundente		hit with blunt object	Basic actions and technology	AUDITORY			OHagan2020
2624	Wari	hit, beat, split, kick	to'	to'	t o ʔ	Sound of action	wari1268	418					hit, beat, split, kick	Basic actions and technology	AUDITORY			Everett1997
2591	Wari	hit, sock	moc	moc	m o k	Sound of action	wari1268	417					hit	Basic actions and technology	AUDITORY			Everett1997
2648	Wari	hit, spank	wap	wap	w a p	Sound of action	wari1268	419					hit, spank	Basic actions and technology	AUDITORY			Everett1997
1189	Sanuma	hit/whip	phau	phau	pʰ a u		sanu1240	228			golpear/azotar		hit, whip	Basic actions and technology	AUDITORY			Borgman1990
33	Aguaruna	hitting	taŋkɨ́t	taŋkɨ́t	t̪ a ŋ k ɨ́ t̪		agua1253	172					hitting	Basic actions and technology	AUDITORY			Overall2007
708	Hup	hitting	póo	póo	p óː	Descrito como marginally conventionalized sound effect	hupd1244	723					hitting	Basic actions and technology	AUDITORY			Epps2008
1252	Saramaccan	hitting	gboo	gboo	gb oː		sara1340	LINK	y				hitting	Basic actions and technology	AUDITORY			SIL2003
2921	Yuracare	hitting	taj	taj	t a h		yura1255	86					hitting	Basic actions and technology	AUDITORY			vanGijn2006
170	AsheninkaPerene	hitting a mushy object, e.g., manioc mass, with a wooden stick	tsinka	tsinka	tsʰ i n k a	Hitting	ashe1272	664	y		golpear un objeto pastoso, p. ej., masa de yuca, con un palo de madera		hitting mushy object	Basic actions and technology	AUDITORY			Mihas2015
16	Aguaruna	hitting a tree root as a signal	tu	tu	t̪ u		agua1253	171	y		golpear la raíz de un árbol para enviar una señal		hitting tree root	Agriculture and vegetation, Basic actions and technology	AUDITORY			Overall2007
1467	Tsafiki	hitting a tree with a hatchet	deen	deen	d e ẽ	mixture of sound and overall gestalt	colo1256	181			golpear un árbol con un hacha		hitting a tree with a hatchet	Agriculture and vegetation	AUDITORY			Dickinson2002
166	AsheninkaPerene	hitting an inanimate object, e.g., crushing cotton mass with an arrow, hammering nails into wood	tak	tak	t a k	Hitting	ashe1272	664			golpear a un objeto inanimado, p. ej., aplastar una masa de algodón con una flecha, martillar clavos en una madera		hitting an inanimate object	Basic actions and technology	AUDITORY			Mihas2015
167	AsheninkaPerene	hitting an inanimate object, e.g., crushing cotton mass with an arrow, hammering nails into wood	tyak	tyak	tʲ a k	Hitting	ashe1272	664			golpear a un objeto inanimado, p. ej., aplastar una masa de algodón con una flecha, martillar clavos en una madera		hitting an inanimate object	Basic actions and technology	AUDITORY			Mihas2015
638	Hixkaryana	hitting and killing (an animal) with a club or the like	txhɨe	txhɨe	tʃ h ɯ e		hixk1239	191			golpear y matar (a un animal) con un palo o algo parecido		hitting with a club	Warfare and hunting	AUDITORY, VISUAL			Derbyshire1979
1468	Tsafiki	hitting something hard like a rock with a small light object such as a flower	dii	dii	d i i	mixture of sound and overall gestalt	colo1256	181			golpear algo duro, como una roca, con un objeto pequeño y ligero, como una flor		hitting hard object with a small light object	Basic actions and technology	AUDITORY			Dickinson2002
1470	Tsafiki	hitting something hard with a board	douu	douu	d o u u	mixture of sound and overall gestalt	colo1256	181			golpear algo duro con una tabla		hitting with a plank	Basic actions and technology	AUDITORY			Dickinson2002
587	Hixkaryana	hitting with blunt instrument	da	da	d æ		hixk1239	190			golpear con instrumento contundente		hitting with blunt instrument	Basic actions and technology	AUDITORY			Derbyshire1979
20	Aguaruna	hitting, breaking apart	kakút	kakút	k a k ú t̪		agua1253	172			golpear, hacer pedazos		hitting, breaking apart	Basic actions and technology	AUDITORY			Overall2007
692	Huambisa	hoatzin’s calling	saãsá	saãsá	s a ã s á	Semantic field: Animal voices	huam1247	420			canto del shansho (especie de ave)		bird species	Animals	AUDITORY			Peña2015
914	Karo	hold	kãm	kãm	k ã m		karo1305	259			sostener		to hold	Basic actions and technology	VISUAL			Gabas1999
941	Karo	hold	moŋ	moŋ	m o ŋ		karo1305	260			sostener		to hold	Basic actions and technology	VISUAL			Gabas1999
2586	Wari	holler	'i'io	'i'io	ʔ i ʔ i o	Sound of action	wari1268	417					holler	Speech and language	AUDITORY			Everett1997
493	Caquinte	hopping ambulation of vultures	shaganaaa	shaganaaa	ʃ a g a n aː		caqu1242	212			gallinazos deambulando dando saltos		vulture hopping	Animals	VISUAL			OHagan2020
286	Aukan	hot	dyen	dyen	d j e n		ndyu1242	694	y		caliente		hot	Sense perception	TACTILE			Huttar1994
1535	UrubuKaapor	howling	auuuUUU	auuuUUU	a uː		urub1250	402			aullar		howling	Animals	AUDITORY			Kakumasu1986
1411	Tsafiki	hunch over	suntu	suntu	s ũ t u	configurations in space	colo1256	179			jorobado/arqueado		hunch over	The body, Spatial relations	VISUAL			Dickinson2002
2583	Wari	hurry, walk fast	hwap	hwap	hʷ a p	Sound of action	wari1268	417					walk fast	Motion	VISUAL			Everett1997
1165	Parecis	imitating a bat sound	txi	txi	tʃ i		pare1272	148	y		imitando el sonido de un murciélago		bat	Animals	AUDITORY			Brandão2014
1362	Tariana	imitation of a bird's voice	koleu	koleu	k o l e u		tari1256	35			imitación del canto de un ave		bird song	Animals	AUDITORY			Aikhenvald2003
484	Bororo	immediately	xaiʔ	xaiʔ	tʃ a i ʔ		boro1282	131			inmediatamente		immediately	Time	?			Crowell1979
1213	Saramaccan	immersion in water	djuvuu	djuvuu	dʒ u v uː		sara1340	LINK			inmersión en el agua		immersion in water	Motion	AUDITORY			SIL2003
1234	Saramaccan	in a hurry or carelessly	gbagala	gbagala	gb a g a l a		sara1340	LINK			de prisa o descuidadamente		in a hurry or carelessly	Motion	?			SIL2003
2173	PastazaQuechua	it depicts the state of having something in the mouth	amulin	amulin	a m u ɫ i n		nort2973	LINK					having something in the mouth	The body	VISUAL			Nuckolls2025
3003	Amawaka	itchy neck	tɨtɨ	tɨtɨ	t ɨ t ɨ		amah1246				picar_cuello		itchy neck	The body	INTERNAL STATE			
1088	KuikuroKalapalo	items used up in some way/none left	mbi:suk’	mbi:suk’	ᵐb iː s u k̚		kuik1246	293			objetos se agotaron y ya no queda ninguno		nothing left	OTHER	VISUAL			Basso2019
689	Huambisa	jaguar roaring	hurur	hurur	h u ɾ u ɾ	Semantic field: Animal voices	huam1247	419			rugir_jaguar		jaguar roaring	Animals	AUDITORY			Peña2015
3460	Sharanawa	jaguar roaring	hi	hi	h ɪ		shar1245				rugir_jaguar		jaguar roaring	Animals	AUDITORY			
2678	Wari	jaguar species	'ahoo	'ahoo	ʔ a h o o	Sonido de animal u objeto	wari1268	420	y				jaguar	Animals	AUDITORY			Everett1997
2703	Wari	jaguar species	'ororoin'	'ororoin'	ʔ o ɾ o ɾ o i nˀ	Sonido de animal u objeto	wari1268	421					jaguar	Animals	AUDITORY			Everett1997
381	Aweti	jaguar swallowing a thorn / sound of animal (wolf?) [sic]	haw	haw	h a w	Significado en narrativas / significado elicitado.	awet1244	595	y		jaguar tragándose una espina / sonido de animal (¿lobo?)		animal sound	Animals	AUDITORY			Reiter2011
3155	Iskonawa	jaguar vocalization	kɨu	kɨu	k ɨ u		isco1239				vocalizacion_jaguar		jaguar vocalization	Animals	AUDITORY			
17	Aguaruna	jaguar's roar	hau	hau	h a u		agua1253	171	y				jaguar's roar	Animals	AUDITORY			Overall2007
2952	Wayana	jaguar's roar	koken	koken	k ɤ k e n	Less onomatopoeic	waya1269	189					jaguar's roar	Animals	AUDITORY			Tavares2005
688	Huambisa	jaguar’s voice (growling)	h̃mm	h̃mm	h̃ m	Semantic field: Animal voices	huam1247	419			sonido de jaguar (gruñido)		jaguar growling	Animals	AUDITORY			Peña2015
1466	Tsafiki	jingle small metal	chilin	chilin	tʃ i l ĩ	mixture of sound and overall gestalt	colo1256	181			tintinear metal pequeño		jingle	Basic actions and technology	AUDITORY			Dickinson2002
924	Karo	jump	kaʔpot	kaʔpot	k a ʔ p o t		karo1305	260					jump	Basic actions and technology	VISUAL, AUDITORY			Gabas1999
970	Karo	jump	t͜p̃u	t͜p̃u	tp u	Única palabra en la que aparece [t͜p̃], a cluster of a voiceless alveolar stop plus a voiceless bilabial stop, released with a trill on both lips	karo1305	262					jump	Basic actions and technology	VISUAL, AUDITORY			Gabas1999
1465	Tsafiki	jump	sutan	sutan	s u t ã	manner of movement	colo1256	181					jump	Basic actions and technology	VISUAL, AUDITORY			Dickinson2002
2945	Wayana	jump	henuk	henuk	h e n ɯ k	Less onomatopoeic	waya1269	189					jump	Basic actions and technology	VISUAL, AUDITORY			Tavares2005
68	Apalai	jump into a canoe	pyh tere	pyh tere	p ɨ ʔ + t e ɾ e		apal1257	125			saltar hacia una canoa		jump into canoe	Basic actions and technology	VISUAL, AUDITORY			Koehn1986
1155	Parecis	jump into the water	tsobooo	tsobooo	ts o b oː		pare1272	148			saltar al agua		jump into water	Motion	AUDITORY			Brandão2014
508	Caquinte	jump into undergrowth	jaran	jaran	h a ɾ a n		caqu1242	275			saltar en la maleza/matorrales		jump into undergrowth	Agriculture and vegetation, Motion	VISUAL, AUDITORY			OHagan2020
27	Aguaruna	jumping	pɨɨ́t	pɨɨ́t	p ɨ ɨ́ t̪		agua1253	172			acción de saltar		jumping	Basic actions and technology	VISUAL			Overall2007
62	Apalai	jumping	pyhseky	pyhseky	p ɨ ʔ s e k ɨ		apal1257	124			acción de saltar		jumping	Basic actions and technology	VISUAL			Koehn1986
720	Hup	jumping and landing noises	cə́p kədáw	cə́p kədáw	c ə́ p + k ə d á w	relatively non-conventionalized ideophone-like sound effect used in a narrative, probably chosen ad hoc by the storyteller	hupd1244	724			sonidos de saltar y aterrizar		jumping	Motion	AUDITORY			Epps2008
696	Hup	jumping o landing somewhere suddenly, an object hitting something	póoo	póoo	p óː		hupd1244	722			saltar o aterrizar en algún lugar súbitamente, un objeto golpeándose contra algo		solid object hitting surface	Motion	VISUAL, AUDITORY			Epps2008
473	Bora	jumping on one leg	cunícúni	cunícúni	kʰ ɯ n í kʰ ɯ́ n i	Transcripción: [kʰɯ̀ní-kʰɯ́nì]	bora1263	323			saltar en una pierna		jump on one leg	Basic actions and technology	VISUAL			Thiesen2012
906	Karo	kick	cṍn	cṍn	c ṍ n		karo1305	259					kick	Basic actions and technology	AUDITORY			Gabas1999
2668	Wari	kick	xom tao'	xom tao'	tʃ o m + t a o ʔ	Sound of action	wari1268	419					kick	Basic actions and technology	AUDITORY			Everett1997
588	Hixkaryana	kicking, hitting something solid (like canoe hitting rock, arrow hitting target)	dey	dey	d e j		hixk1239	190			patear, golpear algo sólido (como la canoa que golpea una roca, la flecha que da en el objetivo)		hitting solid object	Basic actions and technology	AUDITORY			Derbyshire1979
